N	real_index	SN
10	3073	0.597169
10	3074	0.293255
10	3075	-3.02714
10	3076	2.96489
10	3077	-1.74963
10	3078	0.229167
10	3079	-0.0501622
10	3080	-0.563998
10	3081	-35.2441
10	3082	-0.627548
10	3083	-1.25306
10	3084	-1.551
10	3085	-3.50018
10	3086	12.8936
10	3087	-0.044674
10	3088	0.13788
10	3089	-0.938328
10	3090	2.25681
10	3091	1.35094
10	3092	4.27817
10	3093	-24.2793
10	3094	3.82995
10	3095	-0.0836162
10	3096	-0.832081
10	3097	2.51476
10	3098	14.8565
10	3099	-1.52711
10	3100	-2.2255
10	3101	2.63835
10	3102	-1.49717
10	3103	0.493499
10	3104	0.454718
10	3105	-5.51078
10	3106	-0.705306
10	3107	-0.574533
10	3108	-0.135822
10	3109	-5.66401
10	3110	0.259863
10	3111	1.06919
10	3112	2.8209
10	3113	-1.62291
10	3114	1.11742
10	3115	1.43504
10	3116	1.40535
10	3117	1.27842
10	3118	0.695375
10	3119	0.186817
10	3120	6.41864
10	3121	-3.21335
10	3122	-0.170126
10	3123	2.84107
10	3124	1.51116
10	3125	0.843956
10	3126	-0.793518
10	3127	0.94274
10	3128	0.150859
10	3129	0.62178
10	3130	1.56475
10	3131	-0.780225
10	3132	-0.863595
10	3133	10.9977
10	3134	3.05284
10	3135	-1.22281
10	3136	-0.732704
10	3137	0.898506
10	3138	12.7001
10	3139	0.213802
10	3140	-2.23603
10	3141	1.59296
10	3142	-1.87547
10	3143	0.250986
10	3144	-1.48662
10	3145	2.57106
10	3146	1.75545
10	3147	-1.96245
10	3148	-0.120831
10	3149	2.06157
10	3150	0.470778
10	3151	1.10256
10	3152	2.84775
10	3153	-3.57085
10	3154	-2.03562
10	3155	0.609683
10	3156	-0.640188
10	3157	-0.0378991
10	3158	-0.868452
10	3159	0.187811
10	3160	0.643038
10	3161	1.29127
10	3162	-2.26069
10	3163	0.379581
10	3164	-0.438131
10	3165	1.19149
10	3166	-0.137257
10	3167	-0.12435
10	3168	-0.592477
10	3169	-0.241239
10	3170	0.752574
10	3171	-2.5934
10	3172	-0.143992
10	3173	-0.270031
10	3174	-9.62287
10	3175	-0.578173
10	3176	2.60174
10	3177	-0.255733
10	3178	0.228396
10	3179	-3.31351
10	3180	-2.2529
10	3181	-0.0669371
10	3182	-2.76579
10	3183	-0.164299
10	3184	0.376412
10	3185	0.263013
10	3186	-0.756848
10	3187	-0.477824
10	3188	-0.267915
10	3189	0.108062
10	3190	0.799978
10	3191	-79.2383
10	3192	0.110183
10	3193	2.7993
10	3194	3.36403
10	3195	0.525706
10	3196	-91.267
10	3197	0.593038
10	3198	-2.14085
10	3199	8.20105
10	3200	4.19199
10	3201	-0.00445088
10	3202	2.27142
10	3203	0.299266
10	3204	0.862122
10	3205	-0.0599375
10	3206	-0.915941
10	3207	0.278162
10	3208	0.826096
10	3209	-0.510756
10	3210	-0.0250648
10	3211	0.187809
10	3212	0.124509
10	3213	0.00083988
10	3214	-0.00751141
10	3215	1.76429
10	3216	2.64876
10	3217	2.51734
10	3218	1.16314
10	3219	1.3989
10	3220	0.615969
10	3221	2.92372
10	3222	1.32551
10	3223	-2.0472
10	3224	3.01565
10	3225	-0.951082
10	3226	-0.154228
10	3227	-0.292084
10	3228	0.40343
10	3229	-26.4143
10	3230	0.89461
10	3231	0.436776
10	3232	-3.77783
10	3233	0.684429
10	3234	-2.45476
10	3235	0.211217
10	3236	93.764
10	3237	8.25644
10	3238	-1.4731
10	3239	7.87468
10	3240	1.36937
10	3241	-29.406
10	3242	-0.359999
10	3243	0.798363
10	3244	6.57761
10	3245	0.302925
10	3246	2.14981
10	3247	-0.110045
10	3248	0.865091
10	3249	-2.63572
10	3250	-1.47921
10	3251	0.402337
10	3252	0.0949988
10	3253	-2.67252
10	3254	-0.0329814
10	3255	0.129711
10	3256	0.509504
10	3257	-0.505898
10	3258	-14.3597
10	3259	1.80526
10	3260	-1.74093
10	3261	-0.0264914
10	3262	-0.213292
10	3263	1.61965
10	3264	-0.406144
10	3265	0.0490248
10	3266	-0.409185
10	3267	-0.436668
10	3268	2.12937
10	3269	-0.104254
10	3270	0.435755
10	3271	-0.529514
10	3272	0.241034
10	3273	0.417133
10	3274	0.888105
10	3275	-0.345723
10	3276	-0.243168
10	3277	-0.844959
10	3278	-2.22769
10	3279	-0.0397903
10	3280	0.0948259
10	3281	-1.26886
10	3282	1.38462
10	3283	-1.31425
10	3284	-1.48275
10	3285	8.84809
10	3286	0.494815
10	3287	-0.539278
10	3288	0.0760276
10	3289	13.201
10	3290	-1.91006
10	3291	-2.11196
10	3292	2.6445
10	3293	-0.905971
10	3294	-0.728431
10	3295	4.39792
10	3296	-2.19094
10	3297	-3.97098
10	3298	-0.0877349
10	3299	1.66728
10	3300	0.659881
10	3301	2.57333
10	3302	-1.45961
10	3303	-2.2589
10	3304	0.489101
10	3305	-4.43274
10	3306	-1.20862
10	3307	0.148172
10	3308	-5.43914
10	3309	-0.0294483
10	3310	-1.20008
10	3311	-0.0661469
10	3312	1.10329
10	3313	0.126513
10	3314	1.48101
10	3315	1.25722
10	3316	1.63609
10	3317	-0.352652
10	3318	0.249244
10	3319	0.448866
10	3320	10.1651
10	3321	-3.18068
10	3322	0.65915
10	3323	0.289452
10	3324	1.23138
10	3325	-0.735029
10	3326	0.149188
10	3327	1.6174
10	3328	-0.35159
10	3329	0.411992
10	3330	1.19327
10	3331	0.992766
10	3332	1.84545
10	3333	-3.11529
10	3334	147.584
10	3335	7.01546
10	3336	-3.87367
10	3337	-0.0425087
10	3338	-8.1172
10	3339	-1.69574
10	3340	5.27746
10	3341	4.94754
10	3342	-0.78256
10	3343	-0.894506
10	3344	-1.12881
10	3345	132.134
10	3346	-0.750229
10	3347	3.94269
10	3348	2.71772
10	3349	83.8511
10	3350	-0.502446
10	3351	-0.388913
10	3352	-1.58187
10	3353	-0.685375
10	3354	-0.050401
10	3355	0.603232
10	3356	0.275028
10	3357	-1.89854
10	3358	-7.39709
10	3359	0.611092
10	3360	11.1475
10	3361	-1.0228
10	3362	-0.287557
10	3363	3.12785
10	3364	-1.57828
10	3365	3.72091
10	3366	-0.615144
10	3367	0.706581
10	3368	2.14547
10	3369	0.956147
10	3370	-0.52133
10	3371	-0.020382
10	3372	0.593859
10	3373	1.36417
10	3374	-1.13179
10	3375	0.547862
10	3376	0.0889797
10	3377	0.910504
10	3378	-18.8005
10	3379	0.205735
10	3380	-0.323826
10	3381	-1.78251
10	3382	-1.03948
10	3383	-1.76518
10	3384	-2.63261
10	3385	0.0152179
10	3386	0.656493
10	3387	0.836635
10	3388	0.764431
10	3389	7.14114
10	3390	-0.176197
10	3391	1.49953
10	3392	1.38293
10	3393	-0.0774611
10	3394	0.223457
10	3395	-1.40015
10	3396	-0.0573865
10	3397	-1.90316
10	3398	2.03629
10	3399	-2.36421
10	3400	0.0807729
10	3401	-0.325635
10	3402	-1.73141
10	3403	1.0895
10	3404	6.10742
10	3405	-4.29361
10	3406	-9.97501
10	3407	0.081583
10	3408	0.215676
10	3409	-1.12321
10	3410	0.781253
10	3411	1.21142
10	3412	1.57872
10	3413	5.30189
10	3414	-0.170167
10	3415	-2.41003
10	3416	2.15295
10	3417	-5.13132
10	3418	11.1901
10	3419	0.904318
10	3420	1.49824
10	3421	3.23347
10	3422	0.336096
10	3423	2.28799
10	3424	-77.5584
10	3425	0.0999747
10	3426	-2.85512
10	3427	1.68838
10	3428	-1.02882
10	3429	-16.4217
10	3430	-0.858654
10	3431	-0.617648
10	3432	-1.32049
10	3433	0.128469
10	3434	0.424126
10	3435	0.198525
10	3436	-0.126771
10	3437	0.546217
10	3438	0.475057
10	3439	-1.66612
10	3440	7.46494
10	3441	2.46896
10	3442	0.944661
10	3443	0.00176344
10	3444	-0.978573
10	3445	-0.215896
10	3446	-0.465453
10	3447	-4.83787
10	3448	-0.260376
10	3449	3.81106
10	3450	-2.64839
10	3451	2.24856
10	3452	-0.0198192
10	3453	-1.31656
10	3454	-0.559898
10	3455	4.44426
10	3456	-0.241658
10	3457	0.589679
10	3458	-0.507949
10	3459	1.55726
10	3460	-5.46756
10	3461	-0.850609
10	3462	1.77285
10	3463	-3.99044
10	3464	0.138665
10	3465	0.428585
10	3466	-0.425256
10	3467	-0.525212
10	3468	-5.35511
10	3469	-2.58722
10	3470	3.88833
10	3471	-3.74498
10	3472	4.46408
10	3473	-3.00976
10	3474	0.569381
10	3475	2.31029
10	3476	-174.053
10	3477	-79.2416
10	3478	-4.48325
10	3479	3.1167
10	3480	-2.39854
10	3481	8.25705
10	3482	-0.207063
10	3483	-0.101226
10	3484	-2.38475
10	3485	-15.7534
10	3486	-0.922961
10	3487	-11.1739
10	3488	-0.185581
10	3489	0.411736
10	3490	0.519147
10	3491	-0.860966
10	3492	0.418428
10	3493	0.224261
10	3494	0.452753
10	3495	2.53868
10	3496	0.622301
10	3497	-5.12237
10	3498	3.67758
10	3499	-0.0275284
10	3500	-1.09449
10	3501	-3.55835
10	3502	0.40323
10	3503	1.7309
10	3504	0.916964
10	3505	-1.0969
10	3506	-1.58872
10	3507	-0.700346
10	3508	1.67969
10	3509	-11.5738
10	3510	1.13328
10	3511	0.885162
10	3512	0.234618
10	3513	-0.541036
10	3514	-0.192021
10	3515	-0.912801
10	3516	-0.0912958
10	3517	-2.58196
10	3518	0.0132482
10	3519	-0.427491
10	3520	0.0770697
10	3521	3.45467
10	3522	0.576106
10	3523	3.14085
10	3524	2.57761
10	3525	20.6776
10	3526	-1.37487
10	3527	0.0622244
10	3528	654.377
10	3529	-2.24195
10	3530	-2.20283
10	3531	0.0964412
10	3532	0.981548
10	3533	-3.30324
10	3534	0.708072
10	3535	2.10927
10	3536	-0.499242
10	3537	3.20516
10	3538	-2.79786
10	3539	2.03887
10	3540	1.83695
10	3541	-0.340663
10	3542	-0.197483
10	3543	0.675023
10	3544	1.17989
10	3545	-9.89652
10	3546	-1.70489
10	3547	0.910832
10	3548	0.513604
10	3549	-4.60467
10	3550	0.478036
10	3551	37.7335
10	3552	-0.383954
10	3553	-2.72703
10	3554	-2.92083
10	3555	-1.16483
10	3556	0.0128392
10	3557	-4.00408
10	3558	-6.20076
10	3559	-1.74272
10	3560	0.247047
10	3561	-1.89384
10	3562	-1.99801
10	3563	1.17037
10	3564	-0.18929
10	3565	-1.41458
10	3566	8.1909
10	3567	-0.490969
10	3568	7.80893
10	3569	0.329784
10	3570	0.0821412
10	3571	0.555671
10	3572	1.77454
10	3573	1.08155
10	3574	0.137901
10	3575	-0.237536
10	3576	-1.79036
10	3577	0.0831882
10	3578	-0.40722
10	3579	0.538575
10	3580	0.293417
10	3581	-4.05099
10	3582	-0.532595
10	3583	-0.752132
10	3584	-2.07329
10	3585	-2.35294
10	3586	-42.3705
10	3587	1.81049
10	3588	0.432226
10	3589	-53.2606
10	3590	-0.985779
10	3591	1.78742
10	3592	0.248221
10	3593	-0.453967
10	3594	0.725061
10	3595	-1.19998
10	3596	2.70292
10	3597	0.539804
10	3598	-0.355548
10	3599	3.26939
10	3600	0.840508
10	3601	-2.02986
10	3602	1.88454
10	3603	1.12055
10	3604	-0.00372154
10	3605	0.534671
10	3606	-1.0137
10	3607	0.215414
10	3608	0.0966771
10	3609	-3.47709
10	3610	3.89819
10	3611	-1.23197
10	3612	2.63394
10	3613	1.27995
10	3614	-0.622967
10	3615	0.0623512
10	3616	-0.769114
10	3617	1.25042
10	3618	-0.388278
10	3619	-0.508304
10	3620	-0.390888
10	3621	-0.540613
10	3622	-1.02463
10	3623	1.97977
10	3624	-3.2264
10	3625	1.95967
10	3626	-1.03025
10	3627	-0.450531
10	3628	-2.25627
10	3629	1.145
10	3630	0.638857
10	3631	2.4316
10	3632	-2.16159
10	3633	-0.213979
10	3634	-1.07269
10	3635	0.345258
10	3636	0.208737
10	3637	0.768836
10	3638	1.97699
10	3639	2.55802
10	3640	1.2504
10	3641	-22.6627
10	3642	1.34546
10	3643	4.90175
10	3644	0.14765
10	3645	0.378331
10	3646	-0.260781
10	3647	-2.12455
10	3648	0.806027
10	3649	-0.0602068
10	3650	0.636947
10	3651	-0.321497
10	3652	-7.08784
10	3653	-259.107
10	3654	0.491739
10	3655	0.86646
10	3656	0.428571
10	3657	1.79872
10	3658	1.26414
10	3659	1.02293
10	3660	1.09214
10	3661	3.49417
10	3662	1.64175
10	3663	-0.378512
10	3664	-9.72513
10	3665	-1.43874
10	3666	-10.3897
10	3667	-0.813798
10	3668	-0.131698
10	3669	-0.452828
10	3670	-2.74162
10	3671	-0.686982
10	3672	1.52876
10	3673	-1.12315
10	3674	1.96471
10	3675	-0.231073
10	3676	0.293297
10	3677	1.34449
10	3678	-0.269434
10	3679	23.483
10	3680	-1.23825
10	3681	-3.88763
10	3682	0.261059
10	3683	3.48487
10	3684	-1.21568
10	3685	-2.07438
10	3686	-0.770401
10	3687	-0.209073
10	3688	-2.87305
10	3689	-0.463889
10	3690	0.11093
10	3691	-0.50746
10	3692	1.20989
10	3693	133.757
10	3694	0.18098
10	3695	-0.892562
10	3696	3.70181
10	3697	0.0313216
10	3698	0.951084
10	3699	-0.500502
10	3700	1.50403
10	3701	0.22545
10	3702	-0.129896
10	3703	0.511664
10	3704	-0.223071
10	3705	1.06044
10	3706	1.89575
10	3707	-0.377907
10	3708	1.3533
10	3709	0.903196
10	3710	-1.70766
10	3711	0.707791
10	3712	-8.38453
10	3713	-0.117676
10	3714	1.23826
10	3715	0.870934
10	3716	-0.910884
10	3717	0.673387
10	3718	0.0723314
10	3719	0.301029
10	3720	-0.381955
10	3721	4.86592
10	3722	-10.9026
10	3723	-3.96727
10	3724	-0.697894
10	3725	3.18514
10	3726	3.72654
10	3727	0.06641
10	3728	-0.946781
10	3729	1.34291
10	3730	0.123553
10	3731	-0.0937077
10	3732	0.528372
10	3733	1.90036
10	3734	0.345988
10	3735	2.71219
10	3736	10.8879
10	3737	1.82608
10	3738	0.814084
10	3739	1.08277
10	3740	2.14755
10	3741	0.936762
10	3742	-1.90268
10	3743	0.580048
10	3744	-0.345281
10	3745	0.770117
10	3746	0.578721
10	3747	-1.96623
10	3748	-4.17573
10	3749	-0.697894
10	3750	0.764004
10	3751	-0.433392
10	3752	-1.24312
10	3753	-0.321623
10	3754	-2.24129
10	3755	-1.23053
10	3756	3.05382
10	3757	-0.350383
10	3758	0.123518
10	3759	-1.63421
10	3760	3.10304
10	3761	0.468531
10	3762	0.29801
10	3763	0.533447
10	3764	3.09984
10	3765	4.92955
10	3766	-0.91259
10	3767	-1.89459
10	3768	-1.53531
10	3769	4.70958
10	3770	-0.627209
10	3771	0.524952
10	3772	1.55478
10	3773	4.56308
10	3774	1.79666
10	3775	0.249845
10	3776	0.0121103
10	3777	0.856351
10	3778	0.395337
10	3779	1.2705
10	3780	-0.459584
10	3781	-0.617626
10	3782	0.636115
10	3783	-0.335722
10	3784	-0.291262
10	3785	0.659577
10	3786	-10.3985
10	3787	-0.769886
10	3788	0.778626
10	3789	-0.428027
10	3790	0.368039
10	3791	0.0638452
10	3792	0.291661
10	3793	10.5021
10	3794	0.226774
10	3795	-11.3515
10	3796	2.06429
10	3797	-0.93281
10	3798	0.294368
10	3799	-0.512546
10	3800	0.708323
10	3801	-0.827653
10	3802	-11.0208
10	3803	-0.782694
10	3804	7.08529
10	3805	-0.656602
10	3806	-1.18192
10	3807	-0.754842
10	3808	-0.778767
10	3809	-1.31228
10	3810	-0.366268
10	3811	-3.82869
10	3812	0.696696
10	3813	-0.377008
10	3814	-0.406592
10	3815	0.755582
10	3816	-0.929886
10	3817	0.467494
10	3818	-0.101588
10	3819	2.13124
10	3820	-0.62367
10	3821	1.84494
10	3822	-0.429043
10	3823	0.217643
10	3824	-1.21236
10	3825	-10.432
10	3826	1.96088
10	3827	-2.05705
10	3828	0.378366
10	3829	-1.32409
10	3830	-0.723362
10	3831	21.0325
10	3832	10.2099
10	3833	-1.97657
10	3834	2.33606
10	3835	-0.0754177
10	3836	-0.0961726
10	3837	-0.192013
10	3838	-1.14231
10	3839	-1.291
10	3840	1.56697
10	3841	2.38073
10	3842	4.14648
10	3843	-0.553575
10	3844	-1.94533
10	3845	-0.336384
10	3846	1.00464
10	3847	-2.84306
10	3848	-0.119482
10	3849	0.53529
10	3850	-2.00922
10	3851	1.24593
10	3852	0.365172
10	3853	-2.6959
10	3854	2.34583
10	3855	-0.429585
10	3856	-0.154581
10	3857	-1.32204
10	3858	2.23996
10	3859	-0.448327
10	3860	-0.467555
10	3861	0.414052
10	3862	1.76281
10	3863	-2.32795
10	3864	4.51852
10	3865	-0.824907
10	3866	-2.0639
10	3867	0.467598
10	3868	1.23222
10	3869	-10.2097
10	3870	-0.855874
10	3871	-16.14
10	3872	-1.32198
10	3873	-1.35509
10	3874	-0.680927
10	3875	-0.608284
10	3876	-1.38682
10	3877	-1.52733
10	3878	-0.630987
10	3879	1.4764
10	3880	-1.19017
10	3881	1.19553
10	3882	2.24909
10	3883	0.0360688
10	3884	0.852772
10	3885	-2.4367
10	3886	12.2773
10	3887	0.381498
10	3888	-0.000373579
10	3889	-0.231058
10	3890	-1.87662
10	3891	3.63818
10	3892	0.356595
10	3893	-28.1053
10	3894	1.85994
10	3895	-2.79649
10	3896	7.17937
10	3897	-0.265476
10	3898	0.7431
10	3899	0.181767
10	3900	2.93907
10	3901	-0.0695326
10	3902	-2.12705
10	3903	-0.0395074
10	3904	2.17474
10	3905	-0.235951
10	3906	0.0539252
10	3907	-1.10187
10	3908	-0.319301
10	3909	-16.2599
10	3910	0.789685
10	3911	6.00109
10	3912	2.91862
10	3913	0.821184
10	3914	7.60307
10	3915	-6.55912
10	3916	1.54943
10	3917	0.146438
10	3918	-3.82264
10	3919	-0.496915
10	3920	0.431297
10	3921	-0.301382
10	3922	0.44081
10	3923	18.1098
10	3924	0.963261
10	3925	-24.7366
10	3926	0.00449521
10	3927	-0.612648
10	3928	3.08712
10	3929	0.69206
10	3930	183.387
10	3931	-1.81011
10	3932	-1.3291
10	3933	0.1324
10	3934	-2.5257
10	3935	1.55402
10	3936	0.345762
10	3937	1.16443
10	3938	0.529788
10	3939	-0.765158
10	3940	-2.58351
10	3941	0.356699
10	3942	2.31104
10	3943	-1.72963
10	3944	3.07431
10	3945	0.342389
10	3946	0.710253
10	3947	-0.221485
10	3948	0.0909867
10	3949	-2.66858
10	3950	-2.23213
10	3951	0.180584
10	3952	-0.97281
10	3953	1.5984
10	3954	1.62508
10	3955	1.11416
10	3956	0.544745
10	3957	-2.01582
10	3958	-5.05107
10	3959	0.00199239
10	3960	-0.772383
10	3961	0.386697
10	3962	-0.157544
10	3963	-5.47374
10	3964	-1.47776
10	3965	-0.420969
10	3966	-0.0297853
10	3967	-2.76359
10	3968	0.137218
10	3969	0.551763
10	3970	1.8404
10	3971	-0.416688
10	3972	2.84724
10	3973	1.29906
10	3974	1.53865
10	3975	0.010131
10	3976	-0.770773
10	3977	-0.051241
10	3978	-3.16334
10	3979	0.0962035
10	3980	0.237997
10	3981	-1.52587
10	3982	-0.0115427
10	3983	0.033554
10	3984	0.705569
10	3985	-0.302539
10	3986	-0.880871
10	3987	36.9499
10	3988	-0.18294
10	3989	-0.698153
10	3990	-0.378024
10	3991	-0.769373
10	3992	-0.871671
10	3993	0.187256
10	3994	1.70347
10	3995	-2.59062
10	3996	2.096
10	3997	-0.285691
10	3998	-0.86449
10	3999	0.213422
10	4000	-2.6719
10	4001	0.484943
10	4002	2.2635
10	4003	0.978688
10	4004	-0.71162
10	4005	-661.215
10	4006	14.0606
10	4007	-2.16343
10	4008	-0.240822
10	4009	0.252361
10	4010	0.857048
10	4011	1.98457
10	4012	-1.02419
10	4013	-0.685286
10	4014	1.71565
10	4015	2.59996
10	4016	2.37154
10	4017	0.884624
10	4018	0.754177
10	4019	-2.1174
10	4020	3.21787
10	4021	0.283546
10	4022	2.02469
10	4023	-2.8725
10	4024	4.07473
10	4025	2.69597
10	4026	-0.71508
10	4027	0.204457
10	4028	5.23491
10	4029	0.549567
10	4030	-4.08579
10	4031	0.0696788
10	4032	0.4613
10	4033	0.967793
10	4034	-0.556737
10	4035	-3.63606
10	4036	-1.83974
10	4037	12.2473
10	4038	0.0792161
10	4039	1.33909
10	4040	2.29514
10	4041	-0.775725
10	4042	-1.12631
10	4043	10.2967
10	4044	-1.73464
10	4045	0.209586
10	4046	0.437504
10	4047	-2.87155
10	4048	-4.45316
10	4049	2.86427
10	4050	0.0431746
10	4051	1.19534
10	4052	-1.03606
10	4053	6.24803
10	4054	-1.27603
10	4055	-1.97238
10	4056	0.351403
10	4057	-3.57779
10	4058	-0.789556
10	4059	-13.1605
10	4060	3.25506
10	4061	2.35783
10	4062	-0.836814
10	4063	-102.36
10	4064	0.197469
10	4065	2.31479
10	4066	3.82924
10	4067	2.37723
10	4068	-0.58949
10	4069	-7.62544
10	4070	-0.72842
10	4071	-0.127193
10	4072	-1.9566
10	4073	0.352802
10	4074	3.89361
10	4075	0.601418
10	4076	-0.549198
10	4077	1.49324
10	4078	-0.936652
10	4079	-0.74597
10	4080	0.684028
10	4081	0.257694
10	4082	0.571078
10	4083	-0.637985
10	4084	0.122217
10	4085	40.8771
10	4086	0.222008
10	4087	1.11897
10	4088	-1.03092
10	4089	-0.421405
10	4090	-0.995022
10	4091	-1.87119
10	4092	1.40662
10	4093	-0.325137
10	4094	1.44979
10	4095	0.0730749
10	4096	-0.581243
10	4097	3.7924
10	4098	0.0948707
10	4099	-3.64924
10	4100	1.35526
10	4101	-0.712908
10	4102	0.267776
10	4103	2.63818
10	4104	-0.495702
10	4105	0.179209
10	4106	-2.00678
10	4107	-0.949183
10	4108	7.64595
10	4109	-1.10948
10	4110	0.167115
10	4111	0.186552
10	4112	2.2154
10	4113	0.775805
10	4114	-0.470946
10	4115	1.24496
10	4116	-3.87336
10	4117	-0.651376
10	4118	0.613435
10	4119	-2.2648
10	4120	1.42485
10	4121	-0.506909
10	4122	0.666031
10	4123	-0.565026
10	4124	-1.00655
10	4125	2.66734
10	4126	2.56652
10	4127	1.53029
10	4128	-0.87882
10	4129	5.04713
10	4130	1.75623
10	4131	-0.225133
10	4132	-0.172906
10	4133	-0.747546
10	4134	0.301752
10	4135	-1.54577
10	4136	-2.53998
10	4137	0.138052
10	4138	1.70191
10	4139	-0.254116
10	4140	5.9321
10	4141	0.0894623
10	4142	1.68667
10	4143	-1.14923
10	4144	-0.995575
10	4145	-0.192313
10	4146	-2.08864
10	4147	-0.102646
10	4148	-4.15399
10	4149	6.18299
10	4150	0.786248
10	4151	0.269275
10	4152	0.166986
10	4153	-2.87597
10	4154	-0.211816
10	4155	-0.763297
10	4156	4.59607
10	4157	0.476049
10	4158	-0.451124
10	4159	-2.3964
10	4160	-1.12805
10	4161	-3.19901
10	4162	-0.193612
10	4163	1.88594
10	4164	0.353294
10	4165	-1.17303
10	4166	-0.0580226
10	4167	-5.20282
10	4168	-0.0156518
10	4169	-1.90032
10	4170	2.56276
10	4171	-0.144589
10	4172	0.638892
10	4173	0.274896
10	4174	4.31993
10	4175	-1.24566
10	4176	6.63479
10	4177	-0.0370703
10	4178	-0.437638
10	4179	-0.377558
10	4180	1.16125
10	4181	1.21892
10	4182	1.08967
10	4183	-0.468071
10	4184	0.100565
10	4185	1.68494
10	4186	0.0449587
10	4187	-2.81716
10	4188	-0.18143
10	4189	-0.225007
10	4190	-1.65188
10	4191	-0.478794
10	4192	-2.41608
10	4193	-1.12556
10	4194	-0.952508
10	4195	-4.21029
10	4196	5.09717
10	4197	1.02781
10	4198	-0.257531
10	4199	-1.71467
10	4200	-0.652251
10	4201	-2.1296
10	4202	-5.19357
10	4203	0.454673
10	4204	-18.1129
10	4205	-28.6117
10	4206	-2.81344
10	4207	0.148434
10	4208	-1.39517
10	4209	-0.350888
10	4210	1.54438
10	4211	-0.0873477
10	4212	0.436575
10	4213	1.1244
10	4214	-1.54258
10	4215	2.05544
10	4216	3.39672
10	4217	-0.206442
10	4218	0.844015
10	4219	-38.6866
10	4220	0.326305
10	4221	7.25194
10	4222	-1.00632
10	4223	-9.1159
10	4224	0.438079
10	4225	1.46121
10	4226	-2.91555
10	4227	1.2701
10	4228	0.898993
10	4229	4.21112
10	4230	-0.0271364
10	4231	-0.999475
10	4232	9.00636
10	4233	1.51752
10	4234	1.00419
10	4235	-0.361363
10	4236	3.42053
10	4237	-0.64762
10	4238	-0.683022
10	4239	1.95312
10	4240	2.51369
10	4241	-25.5127
10	4242	-0.129254
10	4243	0.393294
10	4244	-0.356163
10	4245	-0.609943
10	4246	-19.0162
10	4247	1.05303
10	4248	-0.268094
10	4249	0.543616
10	4250	1.68882
10	4251	-0.555861
10	4252	1.91581
10	4253	0.590247
10	4254	0.101487
10	4255	-5.65185
10	4256	1.25054
10	4257	-0.0226922
10	4258	1.0948
10	4259	-3.25033
10	4260	-0.30749
10	4261	-1.45947
10	4262	-2.5568
10	4263	1.30177
10	4264	-1.76171
10	4265	0.70079
10	4266	-0.0251111
10	4267	0.0848701
10	4268	-0.978999
10	4269	-6.06544
10	4270	-0.833796
10	4271	0.974059
10	4272	2.35915
10	4273	0.579446
10	4274	1.83148
10	4275	-0.921545
10	4276	3.31498
10	4277	0.0292555
10	4278	-0.596863
10	4279	1.56099
10	4280	4.02489
10	4281	0.405211
10	4282	5.50572
10	4283	-3.2961
10	4284	0.598906
10	4285	0.150104
10	4286	23.679
10	4287	-0.140529
10	4288	2.81248
10	4289	2.84801
10	4290	2.35773
10	4291	-1.55654
10	4292	-1.98979
10	4293	-0.616544
10	4294	3.514
10	4295	4.50008
10	4296	4.30987
10	4297	-1.38906
10	4298	12.2657
10	4299	0.363604
10	4300	-8.41305
10	4301	-0.372932
10	4302	49.8949
10	4303	2.20079
10	4304	-10.3613
10	4305	-0.771081
10	4306	-0.985505
10	4307	-1.69384
10	4308	1.37399
10	4309	-0.240952
10	4310	0.141568
10	4311	1.048
10	4312	0.163175
10	4313	-4.64675
10	4314	-0.419016
10	4315	-2.95568
10	4316	-0.344953
10	4317	0.929602
10	4318	-1.84464
10	4319	-3.33399
10	4320	-0.592349
10	4321	1.24244
10	4322	-18.7477
10	4323	0.567971
10	4324	0.331678
10	4325	-6.78977
10	4326	0.665436
10	4327	1.52597
10	4328	-8.07722
10	4329	0.457694
10	4330	12.3607
10	4331	6.99691
10	4332	-2.15728
10	4333	-0.728021
10	4334	-1.20389
10	4335	2.80856
10	4336	-9.38778
10	4337	11.6708
10	4338	35.0632
10	4339	2.60513
10	4340	-65.9795
10	4341	-2.82728
10	4342	2.02752
10	4343	-2.10612
10	4344	0.0854034
10	4345	0.192869
10	4346	0.596711
10	4347	0.0024725
10	4348	0.165381
10	4349	-8.11558
10	4350	-2.23504
10	4351	-0.974063
10	4352	0.846674
10	4353	-0.887545
10	4354	-1.75501
10	4355	0.551705
10	4356	-0.12527
10	4357	-0.318485
10	4358	-0.112707
10	4359	-1.44739
10	4360	-0.626316
10	4361	1.32497
10	4362	0.632234
10	4363	0.68604
10	4364	6.76797
10	4365	12.0537
10	4366	-0.237876
10	4367	-1.19085
10	4368	-0.54643
10	4369	8.03884
10	4370	-1.29751
10	4371	39.7851
10	4372	-0.0475821
10	4373	0.752447
10	4374	0.808474
10	4375	-2.30505
10	4376	-52.9165
10	4377	-18.9646
10	4378	2.36706
10	4379	-0.745566
10	4380	0.0273354
10	4381	-0.354203
10	4382	-0.5989
10	4383	26.1901
10	4384	1.25653
10	4385	-3.89185
10	4386	-0.430314
10	4387	-0.426468
10	4388	-1.01593
10	4389	-66.5898
10	4390	-1.53652
10	4391	0.421515
10	4392	0.0797155
10	4393	0.793504
10	4394	-3.90246
10	4395	-0.72387
10	4396	0.717604
10	4397	0.359916
10	4398	0.532647
10	4399	5.39757
10	4400	-1.81533
